"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"1240","2023-520","Roland Garros","Clay",128,"G",20230529,195,214544,2,"","Aryna Sabalenka","R",182,"BLR",25,213576,NA,"Q","Iryna Shymanovich","R",NA,"BLR",25.9,"7-5 6-2",3,"R64",88,2,2,55,39,33,5,10,2,4,2,0,70,36,18,18,10,5,10,2,7541,214,335
"1241","2023-520","Roland Garros","Clay",128,"G",20230529,196,216347,1,"","Iga Swiatek","R",176,"POL",21.9,216133,NA,"","Xin Yu Wang","R",182,"CHN",21.6,"6-0 6-0",3,"R32",51,2,1,34,21,18,7,6,0,0,1,4,33,19,6,2,6,3,9,1,8940,80,763
"1242","2023-520","Roland Garros","Clay",128,"G",20230529,197,201615,NA,"","Lesia Tsurenko","R",174,"UKR",33.9,215370,NA,"","Bianca Andreescu","R",170,"CAN",22.9,"6-1 6-1",3,"R32",62,0,1,39,19,12,13,7,0,1,0,3,45,29,11,5,7,0,6,66,883,42,1142
"1243","2023-520","Roland Garros","Clay",128,"G",20230529,198,203533,NA,"","Anna Karolina Schmiedlova","R",176,"SVK",28.7,215037,NA,"Q","Kayla Day","L",173,"USA",23.6,"6-1 6-3",3,"R32",81,1,4,54,31,22,11,8,3,4,0,1,50,31,13,8,8,3,8,100,666,138,509
"1244","2023-520","Roland Garros","Clay",128,"G",20230529,199,221103,6,"","Cori Gauff","R",175,"USA",19.2,259799,NA,"Q","Mirra Andreeva","U",NA,"RUS",16,"6-7(5) 6-1 6-1",3,"R32",123,1,6,76,54,41,8,13,1,4,1,6,103,82,42,7,13,10,18,6,4305,143,481
"1245","2023-520","Roland Garros","Clay",128,"G",20230529,200,204427,NA,"","Sara Sorribes Tormo","R",176,"ESP",26.6,214981,4,"","Elena Rybakina","R",184,"KAZ",23.9,"W/O",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,529,4,5090
"1246","2023-520","Roland Garros","Clay",128,"G",20230529,201,206242,14,"","Beatriz Haddad Maia","L",185,"BRA",26.9,206420,23,"","Ekaterina Alexandrova","R",175,"RUS",28.5,"5-7 6-4 7-5",3,"R32",169,0,5,107,69,43,15,17,9,16,1,12,110,71,41,14,17,5,13,14,2420,23,1725
"1247","2023-520","Roland Garros","Clay",128,"G",20230529,202,211095,NA,"","Bernarda Pera","L",175,"USA",28.4,220714,NA,"","Elisabetta Cocciaretto","R",NA,"ITA",22.3,"6-4 7-6(2)",3,"R32",102,2,3,65,34,19,14,11,3,9,1,7,72,42,22,7,11,1,8,36,1284,44,1115
"1248","2023-520","Roland Garros","Clay",128,"G",20230529,203,202460,7,"","Ons Jabeur","R",167,"TUN",28.7,215337,NA,"Q","Olga Danilovic","L",NA,"SRB",22.3,"4-6 6-4 6-2",3,"R32",133,2,4,99,73,34,23,14,7,11,1,2,89,69,29,19,14,4,10,7,3541,105,625
"1249","2023-520","Roland Garros","Clay",128,"G",20230529,204,214096,NA,"","Karolina Muchova","R",178,"CZE",26.7,201593,27,"","Irina Camelia Begu","R",181,"ROU",32.7,"6-3 6-2",3,"R32",94,2,1,56,37,26,12,9,0,1,0,2,64,42,18,13,8,8,12,43,1125,27,1452
"1250","2023-520","Roland Garros","Clay",128,"G",20230529,205,220589,NA,"LL","Elina Avanesyan","R",NA,"RUS",20.6,220704,NA,"Q","Clara Tauson","R",182,"DEN",20.4,"3-6 6-1 7-5",3,"R32",141,0,4,86,65,38,8,14,5,11,0,7,98,56,32,14,14,6,14,134,522,127,541
"1251","2023-520","Roland Garros","Clay",128,"G",20230529,206,201499,NA,"","Anastasia Pavlyuchenkova","R",177,"RUS",31.9,215713,24,"","Anastasia Potapova","R",175,"RUS",22.1,"4-6 6-3 6-0",3,"R32",111,1,6,77,48,29,13,12,5,9,2,8,82,39,23,13,13,3,11,333,179,25,1665
"1252","2023-520","Roland Garros","Clay",128,"G",20230529,207,210722,28,"","Elise Mertens","R",179,"BEL",27.5,202468,3,"","Jessica Pegula","R",170,"USA",29.2,"6-1 6-3",3,"R32",82,1,6,60,31,23,14,8,5,6,2,2,48,24,13,9,8,0,5,28,1439,3,5205
"1253","2023-520","Roland Garros","Clay",128,"G",20230529,208,202494,NA,"","Elina Svitolina","R",174,"UKR",28.7,215020,NA,"","Anna Blinkova","R",179,"RUS",24.7,"2-6 6-2 7-5",3,"R32",137,5,8,93,55,33,16,14,6,12,2,5,93,53,30,15,14,5,12,192,367,56,983
"1254","2023-520","Roland Garros","Clay",128,"G",20230529,209,214082,9,"","Daria Kasatkina","R",170,"RUS",26,220548,NA,"","Peyton Stearns","R",NA,"USA",21.6,"6-0 6-1",3,"R32",55,0,0,29,28,23,1,6,0,0,0,1,59,56,22,1,7,2,8,9,3275,69,851
"1255","2023-520","Roland Garros","Clay",128,"G",20230529,210,201585,NA,"","Sloane Stephens","R",170,"USA",30.1,201709,NA,"","Yulia Putintseva","R",163,"KAZ",28.3,"6-3 3-6 6-2",3,"R32",143,0,3,111,94,52,6,13,12,17,1,3,80,59,31,5,13,3,10,30,1360,58,975
"1256","2023-520","Roland Garros","Clay",128,"G",20230529,211,214544,2,"","Aryna Sabalenka","R",182,"BLR",25,215872,NA,"","Kamilla Rakhimova","R",NA,"RUS",21.7,"6-2 6-2",3,"R32",67,6,1,51,37,30,6,8,1,1,0,6,46,24,13,11,8,3,7,2,7541,82,750
"1257","2023-520","Roland Garros","Clay",128,"G",20230529,212,216347,1,"","Iga Swiatek","R",176,"POL",21.9,201615,NA,"","Lesia Tsurenko","R",174,"UKR",33.9,"5-1 RET",3,"R16",66,1,0,17,11,5,5,3,1,2,0,1,16,6,2,2,3,2,5,1,8940,66,883
"1258","2023-520","Roland Garros","Clay",128,"G",20230529,213,221103,6,"","Cori Gauff","R",175,"USA",19.2,203533,NA,"","Anna Karolina Schmiedlova","R",176,"SVK",28.7,"7-5 6-2",3,"R16",92,0,7,63,40,30,9,10,2,5,1,3,69,39,22,11,10,4,10,6,4305,100,666
"1259","2023-520","Roland Garros","Clay",128,"G",20230529,214,206242,14,"","Beatriz Haddad Maia","L",185,"BRA",26.9,204427,NA,"","Sara Sorribes Tormo","R",176,"ESP",26.6,"6-7(3) 6-3 7-5",3,"R16",232,1,6,116,81,45,12,17,6,13,4,5,131,91,49,12,16,8,17,14,2420,132,529
"1260","2023-520","Roland Garros","Clay",128,"G",20230529,215,202460,7,"","Ons Jabeur","R",167,"TUN",28.7,211095,NA,"","Bernarda Pera","L",175,"USA",28.4,"6-3 6-1",3,"R16",63,1,4,58,27,17,12,8,8,12,0,4,46,29,11,1,8,1,9,7,3541,36,1284
"1261","2023-520","Roland Garros","Clay",128,"G",20230529,216,214096,NA,"","Karolina Muchova","R",178,"CZE",26.7,220589,NA,"LL","Elina Avanesyan","R",NA,"RUS",20.6,"6-4 6-3",3,"R16",98,1,1,55,35,22,9,9,3,7,0,4,75,53,29,6,10,9,16,43,1125,134,522
"1262","2023-520","Roland Garros","Clay",128,"G",20230529,217,201499,NA,"","Anastasia Pavlyuchenkova","R",177,"RUS",31.9,210722,28,"","Elise Mertens","R",179,"BEL",27.5,"3-6 7-6(3) 6-3",3,"R16",190,1,8,98,61,35,18,14,11,17,3,16,123,72,42,21,16,11,18,333,179,28,1439
"1263","2023-520","Roland Garros","Clay",128,"G",20230529,218,202494,NA,"","Elina Svitolina","R",174,"UKR",28.7,214082,9,"","Daria Kasatkina","R",170,"RUS",26,"6-4 7-6(5)",3,"R16",117,3,1,84,44,27,16,11,4,9,0,4,72,54,27,8,11,6,12,192,367,9,3275
"1264","2023-520","Roland Garros","Clay",128,"G",20230529,219,214544,2,"","Aryna Sabalenka","R",182,"BLR",25,201585,NA,"","Sloane Stephens","R",170,"USA",30.1,"7-6(5) 6-4",3,"R16",102,2,2,63,39,30,11,11,2,5,0,1,81,65,38,7,11,5,9,2,7541,30,1360
"1265","2023-520","Roland Garros","Clay",128,"G",20230529,220,216347,1,"","Iga Swiatek","R",176,"POL",21.9,221103,6,"","Cori Gauff","R",175,"USA",19.2,"6-4 6-2",3,"QF",89,1,0,53,33,21,15,9,4,5,2,2,48,23,13,11,9,1,5,1,8940,6,4305
"1266","2023-520","Roland Garros","Clay",128,"G",20230529,221,206242,14,"","Beatriz Haddad Maia","L",185,"BRA",26.9,202460,7,"","Ons Jabeur","R",167,"TUN",28.7,"3-6 7-6(5) 6-1",3,"QF",150,4,3,95,65,39,15,13,8,12,8,4,119,62,39,27,15,10,16,14,2420,7,3541
"1267","2023-520","Roland Garros","Clay",128,"G",20230529,222,214096,NA,"","Karolina Muchova","R",178,"CZE",26.7,201499,NA,"","Anastasia Pavlyuchenkova","R",177,"RUS",31.9,"7-5 6-2",3,"QF",99,0,1,58,33,23,16,10,2,4,2,5,68,48,25,9,10,6,11,43,1125,333,179
"1268","2023-520","Roland Garros","Clay",128,"G",20230529,223,214544,2,"","Aryna Sabalenka","R",182,"BLR",25,202494,NA,"","Elina Svitolina","R",174,"UKR",28.7,"6-4 6-4",3,"QF",97,1,3,61,36,23,18,10,0,1,3,4,82,58,37,10,10,6,9,2,7541,192,367
"1269","2023-520","Roland Garros","Clay",128,"G",20230529,224,216347,1,"","Iga Swiatek","R",176,"POL",21.9,206242,14,"","Beatriz Haddad Maia","L",185,"BRA",26.9,"6-2 7-6(7)",3,"SF",130,1,4,76,46,33,13,10,5,7,0,1,67,51,27,9,10,0,4,1,8940,14,2420
"1270","2023-520","Roland Garros","Clay",128,"G",20230529,225,214096,NA,"","Karolina Muchova","R",178,"CZE",26.7,214544,2,"","Aryna Sabalenka","R",182,"BLR",25,"7-6(5) 6-7(5) 7-5",3,"SF",193,6,0,127,79,49,31,15,9,13,5,6,114,75,50,18,16,0,5,43,1125,2,7541
"1271","2023-520","Roland Garros","Clay",128,"G",20230529,226,216347,1,"","Iga Swiatek","R",176,"POL",21.9,214096,NA,"","Karolina Muchova","R",178,"CZE",26.7,"6-2 5-7 6-4",3,"F",167,1,3,88,55,34,17,15,2,7,6,3,89,50,26,18,15,4,11,1,8940,43,1125
"1272","2023-1080","Nottingham","Grass",32,"I",20230612,300,211107,NA,"WC","Katie Boulter","R",180,"GBR",26.8,214839,NA,"","Jodie Burrage","R",NA,"GBR",24,"6-3 6-3",3,"F",73,1,2,57,37,28,9,9,1,2,2,3,49,28,19,5,9,1,5,126,567,131,531
"1273","2023-1080","Nottingham","Grass",32,"I",20230612,299,214839,NA,"","Jodie Burrage","R",NA,"GBR",24,201427,NA,"","Alize Cornet","R",173,"FRA",33.3,"7-5 7-5",3,"SF",104,3,1,69,43,27,14,12,5,9,1,2,66,42,28,8,12,3,9,131,531,72,800
"1274","2023-1080","Nottingham","Grass",32,"I",20230612,298,211107,NA,"WC","Katie Boulter","R",180,"GBR",26.8,201586,NA,"Q","Heather Watson","R",170,"GBR",31,"6-4 7-5",3,"SF",115,4,2,75,41,31,16,11,5,7,8,2,72,44,30,12,11,4,8,126,567,195,362
"1275","2023-1080","Nottingham","Grass",32,"I",20230612,297,201427,NA,"","Alize Cornet","R",173,"FRA",33.3,216097,NA,"Q","Elizabeth Mandlik","U",NA,"USA",22,"6-3 4-6 6-3",3,"QF",134,2,5,81,51,36,14,14,4,8,0,0,85,55,29,14,14,3,9,72,800,110,620
"1276","2023-1080","Nottingham","Grass",32,"I",20230612,296,214839,NA,"","Jodie Burrage","R",NA,"GBR",24,211684,NA,"","Magdalena Frech","R",171,"POL",25.4,"6-2 3-6 7-5",3,"QF",141,4,3,92,53,37,19,14,10,13,6,5,105,61,40,19,15,8,13,131,531,77,780
"1277","2023-1080","Nottingham","Grass",32,"I",20230612,295,201586,NA,"Q","Heather Watson","R",170,"GBR",31,203530,NA,"","Viktorija Golubic","R",169,"SUI",30.6,"7-6(2) 7-5",3,"QF",137,2,3,84,46,32,24,12,6,7,2,3,102,64,39,20,12,5,7,195,362,150,452
"1278","2023-1080","Nottingham","Grass",32,"I",20230612,294,211107,NA,"WC","Katie Boulter","R",180,"GBR",26.8,211279,NA,"Q","Harriet Dart","R",175,"GBR",26.8,"6-3 7-5",3,"QF",103,5,4,61,38,29,10,10,3,5,4,4,69,34,22,14,11,4,9,126,567,143,484
"1279","2023-1080","Nottingham","Grass",32,"I",20230612,293,201427,NA,"","Alize Cornet","R",173,"FRA",33.3,206289,1,"","Maria Sakkari","R",172,"GRE",27.8,"6-1 6-4",3,"R16",88,2,3,53,38,28,7,9,3,4,0,4,66,39,24,10,8,9,13,72,800,8,3272
"1280","2023-1080","Nottingham","Grass",32,"I",20230612,292,216097,NA,"Q","Elizabeth Mandlik","U",NA,"USA",22,202429,7,"","Camila Giorgi","R",168,"ITA",31.4,"7-5 5-7 6-3",3,"R16",146,2,5,111,62,43,19,16,8,14,5,20,100,45,33,20,17,8,16,110,620,47,1079
"1281","2023-1080","Nottingham","Grass",32,"I",20230612,291,214839,NA,"","Jodie Burrage","R",NA,"GBR",24,202663,3,"","Magda Linette","R",171,"POL",31.3,"7-5 6-3",3,"R16",94,4,5,62,39,29,10,10,1,3,2,4,72,44,29,11,11,7,12,131,531,21,1765
"1282","2023-1080","Nottingham","Grass",32,"I",20230612,290,211684,NA,"","Magdalena Frech","R",171,"POL",25.4,202684,8,"","Lin Zhu","R",173,"CHN",29.3,"6-2 6-4",3,"R16",83,3,1,55,43,29,7,9,2,3,0,2,64,45,24,9,9,3,7,77,780,39,1145
"1283","2023-1080","Nottingham","Grass",32,"I",20230612,289,201586,NA,"Q","Heather Watson","R",170,"GBR",31,213583,NA,"","Tatjana Maria","R",172,"GER",35.8,"6-4 6-4",3,"R16",84,1,1,54,35,24,11,10,0,2,3,3,59,31,21,13,10,4,8,195,362,66,855
"1284","2023-1080","Nottingham","Grass",32,"I",20230612,288,203530,NA,"","Viktorija Golubic","R",169,"SUI",30.6,202499,4,"","Donna Vekic","R",179,"CRO",26.9,"6-4 6-1",3,"R16",71,2,2,54,37,26,9,9,3,5,1,3,50,26,15,8,8,1,6,150,452,20,1773
"1285","2023-1080","Nottingham","Grass",32,"I",20230612,287,211279,NA,"Q","Harriet Dart","R",175,"GBR",26.8,211843,5,"","Anhelina Kalinina","R",179,"UKR",26.3,"6-0 7-5",3,"R16",92,6,2,51,28,23,13,9,1,2,2,3,66,38,20,12,9,2,7,143,484,25,1597
"1286","2023-1080","Nottingham","Grass",32,"I",20230612,286,211107,NA,"WC","Katie Boulter","R",180,"GBR",26.8,220750,NA,"LL","Daria Snigur","R",NA,"UKR",21.2,"7-5 6-3",3,"R16",119,8,5,78,42,25,21,11,4,7,1,3,92,68,33,13,10,12,17,126,567,157,433
"1287","2023-1080","Nottingham","Grass",32,"I",20230612,285,206289,1,"","Maria Sakkari","R",172,"GRE",27.8,216016,NA,"","Xiyu Wang","L",NA,"CHN",22.2,"6-2 7-6(6)",3,"R32",102,5,2,63,38,30,13,10,0,1,8,5,78,51,33,11,10,8,11,8,3272,75,791
"1288","2023-1080","Nottingham","Grass",32,"I",20230612,284,201427,NA,"","Alize Cornet","R",173,"FRA",33.3,215042,NA,"WC","Katie Swan","R",170,"GBR",24.2,"2-6 6-1 6-4",3,"R32",125,3,4,74,53,38,10,13,2,4,3,5,77,54,36,11,12,0,3,72,800,134,515
"1289","2023-1080","Nottingham","Grass",32,"I",20230612,283,216097,NA,"Q","Elizabeth Mandlik","U",NA,"USA",22,202600,NA,"","Viktoriya Tomova","R",170,"BUL",28.2,"6-2 3-6 7-6(5)",3,"R32",119,2,11,93,52,27,20,15,3,10,4,2,84,52,27,14,14,2,9,110,620,79,778
"1290","2023-1080","Nottingham","Grass",32,"I",20230612,282,202429,7,"","Camila Giorgi","R",168,"ITA",31.4,201483,NA,"","Madison Brengle","R",168,"USA",33.1,"7-6(5) 6-2",3,"R32",92,2,8,64,28,15,19,10,3,6,0,2,68,55,28,3,10,3,8,47,1079,113,617
"1291","2023-1080","Nottingham","Grass",32,"I",20230612,281,202663,3,"","Magda Linette","R",171,"POL",31.3,216265,NA,"Q","Olivia Gadecki","R",NA,"AUS",21.1,"6-4 6-4",3,"R32",89,2,2,67,47,34,8,10,3,4,3,4,60,33,26,10,10,1,4,21,1765,136,510
"1292","2023-1080","Nottingham","Grass",32,"I",20230612,280,214839,NA,"","Jodie Burrage","R",NA,"GBR",24,206124,NA,"","Tereza Martincova","R",178,"CZE",28.6,"7-6(5) 3-6 7-6(4)",3,"R32",180,6,12,145,93,59,26,17,12,15,0,2,112,85,56,18,16,5,6,131,531,121,586
"1293","2023-1080","Nottingham","Grass",32,"I",20230612,279,211684,NA,"","Magdalena Frech","R",171,"POL",25.4,222661,NA,"Q","Sonay Kartal","R",NA,"GBR",21.6,"6-3 5-7 6-2",3,"R32",128,8,2,83,54,39,17,14,4,6,4,3,93,66,41,12,15,7,12,77,780,272,245
"1294","2023-1080","Nottingham","Grass",32,"I",20230612,278,202684,8,"","Lin Zhu","R",173,"CHN",29.3,219917,NA,"","Alycia Parks","R",185,"USA",22.4,"7-6(5) 6-2",3,"R32",95,1,0,69,53,37,6,10,8,10,10,14,61,29,24,11,10,2,6,39,1145,43,1094
"1295","2023-1080","Nottingham","Grass",32,"I",20230612,277,213583,NA,"","Tatjana Maria","R",172,"GER",35.8,201533,6,"","Shuai Zhang","R",177,"CHN",34.3,"6-1 6-4",3,"R32",67,12,1,58,40,28,7,9,1,3,2,1,47,33,15,5,8,0,5,66,855,31,1324
"1296","2023-1080","Nottingham","Grass",32,"I",20230612,276,201586,NA,"Q","Heather Watson","R",170,"GBR",31,215898,NA,"","Jule Niemeier","R",178,"GER",23.8,"6-4 6-3",3,"R32",97,4,4,52,31,23,7,9,2,5,3,4,70,43,26,7,10,7,13,195,362,118,600
"1297","2023-1080","Nottingham","Grass",32,"I",20230612,275,203530,NA,"","Viktorija Golubic","R",169,"SUI",30.6,213525,NA,"","Jil Teichmann","L",170,"SUI",25.9,"6-4 6-3",3,"R32",82,0,2,61,42,27,11,10,1,3,2,2,52,28,15,10,9,2,6,150,452,123,571
"1298","2023-1080","Nottingham","Grass",32,"I",20230612,274,202499,4,"","Donna Vekic","R",179,"CRO",26.9,213710,NA,"","Cristina Bucsa","U",NA,"ESP",25.4,"6-2 4-6 6-1",3,"R32",114,5,7,71,38,26,19,12,3,6,1,4,81,47,22,16,13,3,10,20,1773,76,787
"1299","2023-1080","Nottingham","Grass",32,"I",20230612,273,211843,5,"","Anhelina Kalinina","R",179,"UKR",26.3,203463,NA,"","Nuria Parrizas Diaz","R",167,"ESP",31.9,"7-5 6-3",3,"R32",89,4,3,58,38,23,12,11,1,5,0,3,62,41,20,8,10,4,10,25,1597,103,642
"1300","2023-1080","Nottingham","Grass",32,"I",20230612,272,211279,NA,"Q","Harriet Dart","R",175,"GBR",26.8,201606,NA,"","Rebecca Marino","R",183,"CAN",32.4,"6-4 6-2",3,"R32",74,5,2,51,26,19,15,9,1,3,3,3,58,30,17,10,9,4,9,143,484,89,728
"1301","2023-1080","Nottingham","Grass",32,"I",20230612,271,211107,NA,"WC","Katie Boulter","R",180,"GBR",26.8,215431,NA,"Q","Emily Appleton","R",NA,"GBR",23.7,"6-1 6-3",3,"R32",71,4,3,53,37,24,8,8,4,6,0,9,49,24,11,8,8,2,8,126,567,420,125
"1302","2023-1080","Nottingham","Grass",32,"I",20230612,270,220750,NA,"LL","Daria Snigur","R",NA,"UKR",21.2,206242,2,"","Beatriz Haddad Maia","L",185,"BRA",27,"6-4 6-3",3,"R32",78,0,2,50,38,23,8,9,2,4,3,3,57,39,20,8,10,3,8,157,433,10,2910
"1303","2023-822","s Hertogenbosch","Grass",32,"I",20230612,300,206420,4,"","Ekaterina Alexandrova","R",175,"RUS",28.5,206368,1,"","Veronika Kudermetova","R",175,"RUS",26.1,"4-6 6-4 7-6(3)",3,"F",172,9,8,119,76,57,17,16,9,12,10,5,113,69,49,21,16,5,8,26,1535,14,2520
"1304","2023-822","s Hertogenbosch","Grass",32,"I",20230612,299,206368,1,"","Veronika Kudermetova","R",175,"RUS",26.1,214149,NA,"","Viktoria Kuzmova","R",NA,"SVK",25,"6-3 6-2",3,"SF",82,7,2,63,45,33,8,8,6,6,1,2,55,33,14,14,9,1,5,14,2520,144,477
"1305","2023-822","s Hertogenbosch","Grass",32,"I",20230612,298,206420,4,"","Ekaterina Alexandrova","R",175,"RUS",28.5,205925,7,"","Aliaksandra Sasnovich","R",174,"BLR",29.2,"6-1 7-6(1)",3,"SF",78,6,6,63,32,25,13,9,3,5,1,6,60,43,24,4,10,0,5,26,1535,71,804
"1306","2023-822","s Hertogenbosch","Grass",32,"I",20230612,297,206368,1,"","Veronika Kudermetova","R",175,"RUS",26.1,232447,NA,"WC","Celine Naef","U",NA,"SUI",17.9,"6-3 6-2",3,"QF",75,5,2,49,30,24,11,9,2,3,0,7,55,30,19,10,8,4,8,14,2520,202,355
"1307","2023-822","s Hertogenbosch","Grass",32,"I",20230612,296,214149,NA,"","Viktoria Kuzmova","R",NA,"SVK",25,221909,NA,"","Ashlyn Krueger","R",185,"USA",19,"6-4 6-4",3,"QF",77,9,0,57,33,26,17,10,0,0,3,4,64,44,32,10,10,2,4,144,477,152,445
"1308","2023-822","s Hertogenbosch","Grass",32,"I",20230612,295,206420,4,"","Ekaterina Alexandrova","R",175,"RUS",28.5,211765,NA,"Q","Emina Bektas","R",NA,"USA",30.2,"6-4 6-4",3,"QF",74,6,4,56,30,24,14,10,1,2,5,0,60,39,25,13,10,2,5,26,1535,186,380
"1309","2023-822","s Hertogenbosch","Grass",32,"I",20230612,294,205925,7,"","Aliaksandra Sasnovich","R",174,"BLR",29.2,214643,2,"","Liudmila Samsonova","R",180,"RUS",24.5,"7-6(4) 3-1 RET",3,"QF",98,2,3,69,48,29,12,8,2,4,3,10,59,27,20,14,8,2,5,71,804,15,2296
"1310","2023-822","s Hertogenbosch","Grass",32,"I",20230612,293,206368,1,"","Veronika Kudermetova","R",175,"RUS",26.1,203475,NA,"Q","Carol Zhao","R",165,"CAN",27.9,"6-1 6-3",3,"R16",70,6,3,46,30,25,6,8,1,2,0,6,54,37,21,4,8,4,9,14,2520,163,413
"1311","2023-822","s Hertogenbosch","Grass",32,"I",20230612,292,232447,NA,"WC","Celine Naef","U",NA,"SUI",17.9,216083,8,"","Caty Mcnally","R",NA,"USA",21.5,"3-6 6-4 6-3",3,"R16",124,3,1,75,53,35,10,14,5,10,1,8,104,72,43,11,14,10,16,202,355,62,901
"1312","2023-822","s Hertogenbosch","Grass",32,"I",20230612,291,221909,NA,"","Ashlyn Krueger","R",185,"USA",19,201458,3,"","Victoria Azarenka","R",180,"BLR",33.8,"6-3 6-2",3,"R16",73,2,4,60,39,27,13,9,4,5,0,3,46,24,16,9,8,3,7,152,445,19,1967
"1313","2023-822","s Hertogenbosch","Grass",32,"I",20230612,290,214149,NA,"","Viktoria Kuzmova","R",NA,"SVK",25,215370,6,"","Bianca Andreescu","R",170,"CAN",22.9,"7-6(6) 6-3",3,"R16",117,5,5,91,58,38,15,11,14,16,3,4,78,50,30,13,10,4,7,144,477,37,1202
"1314","2023-822","s Hertogenbosch","Grass",32,"I",20230612,289,211765,NA,"Q","Emina Bektas","R",NA,"USA",30.2,203500,NA,"LL","Sachia Vickery","R",162,"USA",28,"6-4 6-4",3,"R16",82,4,1,59,42,28,9,10,1,3,3,2,56,29,19,12,10,2,6,186,380,179,387
"1315","2023-822","s Hertogenbosch","Grass",32,"I",20230612,288,206420,4,"","Ekaterina Alexandrova","R",175,"RUS",28.5,214040,NA,"","Kimberly Birrell","R",170,"AUS",25.1,"6-4 7-6(3)",3,"R16",90,10,5,65,36,32,17,11,0,0,4,3,64,40,33,11,11,2,3,26,1535,117,604
"1316","2023-822","s Hertogenbosch","Grass",32,"I",20230612,287,205925,7,"","Aliaksandra Sasnovich","R",174,"BLR",29.2,213889,NA,"","Greet Minnen","R",NA,"BEL",25.8,"6-2 4-6 6-3",3,"R16",123,3,9,101,64,41,18,14,6,10,6,4,76,45,26,12,13,9,15,71,804,120,589
"1317","2023-822","s Hertogenbosch","Grass",32,"I",20230612,286,214643,2,"","Liudmila Samsonova","R",180,"RUS",24.5,221236,NA,"","Polina Kudermetova","R",NA,"RUS",20,"6-4 6-1",3,"R16",84,1,4,53,27,22,12,8,1,2,6,10,54,28,20,7,9,1,6,15,2296,141,486
"1318","2023-822","s Hertogenbosch","Grass",32,"I",20230612,285,206368,1,"","Veronika Kudermetova","R",175,"RUS",26.1,201590,NA,"","Alison Riske Amritraj","R",173,"USA",32.9,"6-3 3-0 RET",3,"R32",52,5,3,30,18,16,6,6,0,1,0,2,37,24,12,5,6,7,11,14,2520,137,502
"1319","2023-822","s Hertogenbosch","Grass",32,"I",20230612,284,203475,NA,"Q","Carol Zhao","R",165,"CAN",27.9,204434,NA,"","Ysaline Bonaventure","L",178,"BEL",28.7,"7-6(3) 7-6(4)",3,"R32",133,6,10,109,77,56,9,12,12,15,5,11,95,55,36,18,12,9,12,163,413,92,716
"1320","2023-822","s Hertogenbosch","Grass",32,"I",20230612,283,232447,NA,"WC","Celine Naef","U",NA,"SUI",17.9,200748,NA,"WC","Venus Williams","R",185,"USA",42.9,"3-6 7-6(3) 6-2",3,"R32",138,5,3,88,55,38,19,14,3,6,4,3,95,59,39,19,15,6,10,202,355,696,43
"1321","2023-822","s Hertogenbosch","Grass",32,"I",20230612,282,216083,8,"","Caty Mcnally","R",NA,"USA",21.5,220465,NA,"","Katie Volynets","R",NA,"USA",21.4,"6-2 6-1",3,"R32",65,3,0,40,32,24,5,7,0,0,0,5,50,33,15,8,8,1,6,62,901,106,630
"1322","2023-822","s Hertogenbosch","Grass",32,"I",20230612,281,201458,3,"","Victoria Azarenka","R",180,"BLR",33.8,210337,NA,"Q","Natalija Stevanovic","R",NA,"SRB",28.8,"7-6(5) 6-3",3,"R32",120,4,2,80,62,42,11,11,6,7,1,6,69,41,25,14,10,2,4,19,1967,231,302
"1323","2023-822","s Hertogenbosch","Grass",32,"I",20230612,280,221909,NA,"","Ashlyn Krueger","R",185,"USA",19,202490,NA,"","Rebecca Peterson","R",173,"SWE",27.8,"6-1 6-2",3,"R32",49,4,2,37,24,23,9,8,0,0,0,5,38,25,14,5,7,2,6,152,445,70,814
"1324","2023-822","s Hertogenbosch","Grass",32,"I",20230612,279,214149,NA,"","Viktoria Kuzmova","R",NA,"SVK",25,214826,NA,"Q","Susan Bandecchi","R",NA,"SUI",24.9,"6-4 6-2",3,"R32",97,8,5,70,46,34,9,9,2,3,1,3,76,43,27,13,9,7,11,144,477,388,139
"1325","2023-822","s Hertogenbosch","Grass",32,"I",20230612,278,215370,6,"","Bianca Andreescu","R",170,"CAN",22.9,220309,NA,"Q","Zeynep Sonmez","U",NA,"TUR",21.1,"6-4 6-4",3,"R32",84,1,3,72,53,32,11,10,8,10,0,3,52,32,18,10,10,1,5,37,1202,217,336
"1326","2023-822","s Hertogenbosch","Grass",32,"I",20230612,277,203500,NA,"LL","Sachia Vickery","R",162,"USA",28,211880,NA,"LL","Priscilla Hon","R",171,"AUS",25,"6-3 6-0",3,"R32",51,4,1,43,31,24,8,8,0,0,2,4,46,29,15,6,7,4,8,179,387,176,391
